#{"manifestVersion":1,"columnDefinitions":[{"csvName":"Country","dbName":"country","csvIndex":0,"type":"text"},{"csvName":"Time","dbName":"time","csvIndex":1,"type":"text"},{"csvName":"category_1","dbName":"category_1","csvIndex":2,"type":"text"},{"csvName":"category_2","dbName":"category_2","csvIndex":3,"type":"text"},{"csvName":"category_3","dbName":"category_3","csvIndex":4,"type":"text"},{"csvName":"category_4","dbName":"category_4","csvIndex":5,"type":"text"},{"csvName":"value","dbName":"value","csvIndex":6,"type":"integer"}]}
"Country"	"Time"	"category_1"	"category_2"	"category_3"	"category_4"	"value"
"finnland"	"2018-10-01"	"Total"	"Rest of the world"	""	""	"82357"
"finnland"	"2019-01-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"44"
"finnland"	"2019-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"28099"
"finnland"	"2019-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"5031"
"finnland"	"2019-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"0"
"finnland"	"2019-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"855"
"finnland"	"2019-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"160"
"finnland"	"2019-01-01"	"Total"	"Domestic"	"General Government"	""	"1168"
"finnland"	"2019-01-01"	"Total"	"Domestic"	"Households"	""	"4"
"finnland"	"2019-01-01"	"Total"	"Domestic"	"NPISHs"	""	"13"
"finnland"	"2019-01-01"	"Total"	"Rest of the world"	""	""	"83493"
"finnland"	"2019-04-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"30"
"finnland"	"2019-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"28798"
"finnland"	"2019-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"5082"
"finnland"	"2019-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"0"
"finnland"	"2019-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"830"
"finnland"	"2019-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"181"
"finnland"	"2019-04-01"	"Total"	"Domestic"	"General Government"	""	"1040"
"finnland"	"2019-04-01"	"Total"	"Domestic"	"Households"	""	"4"
"finnland"	"2019-04-01"	"Total"	"Domestic"	"NPISHs"	""	"1"
"finnland"	"2019-04-01"	"Total"	"Rest of the world"	""	""	"87949"
"finnland"	"2019-07-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"25"
"finnland"	"2019-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"27937"
"finnland"	"2019-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"5982"
"finnland"	"2019-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"0"
"finnland"	"2019-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"825"
"finnland"	"2019-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"208"
"finnland"	"2019-07-01"	"Total"	"Domestic"	"General Government"	""	"666"
"finnland"	"2019-07-01"	"Total"	"Domestic"	"Households"	""	"4"
"finnland"	"2019-07-01"	"Total"	"Domestic"	"NPISHs"	""	"1"
"finnland"	"2019-07-01"	"Total"	"Rest of the world"	""	""	"86184"
"finnland"	"2019-10-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"17"
"finnland"	"2019-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"27885"
"finnland"	"2019-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"4152"
"finnland"	"2019-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"0"
"finnland"	"2019-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"767"
"finnland"	"2019-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"269"
"finnland"	"2019-10-01"	"Total"	"Domestic"	"General Government"	""	"839"
"finnland"	"2019-10-01"	"Total"	"Domestic"	"Households"	""	"4"
"finnland"	"2019-10-01"	"Total"	"Domestic"	"NPISHs"	""	"1"
"finnland"	"2019-10-01"	"Total"	"Rest of the world"	""	""	"84800"
"belgium"	"1995-01-01"	"Total"	"Residents"	"Central bank"	""	"2217"
"belgium"	"1995-01-01"	"Total"	"Residents"	"OMFIs"	""	"158189"
"belgium"	"1995-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"30667"
"belgium"	"1995-01-01"	"Total"	"Residents"	"Other residents"	""	"19960"
"belgium"	"1995-01-01"	"Total"	"Non-residents"	""	""	"65311"
"belgium"	"1996-01-01"	"Total"	"Residents"	"Central bank"	""	"2318"
"belgium"	"1996-01-01"	"Total"	"Residents"	"OMFIs"	""	"160798"
"belgium"	"1996-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"32361"
"belgium"	"1996-01-01"	"Total"	"Residents"	"Other residents"	""	"19573"
"belgium"	"1996-01-01"	"Total"	"Non-residents"	""	""	"61392"
"belgium"	"1997-01-01"	"Total"	"Residents"	"Central bank"	""	"2418"
"belgium"	"1997-01-01"	"Total"	"Residents"	"OMFIs"	""	"157935"
"belgium"	"1997-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"34137"
"belgium"	"1997-01-01"	"Total"	"Residents"	"Other residents"	""	"19226"
"belgium"	"1997-01-01"	"Total"	"Non-residents"	""	""	"64776"
"belgium"	"1998-01-01"	"Total"	"Residents"	"Central bank"	""	"2487"
"belgium"	"1998-01-01"	"Total"	"Residents"	"OMFIs"	""	"154526"
"belgium"	"1998-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"27987"
"belgium"	"1998-01-01"	"Total"	"Residents"	"Other residents"	""	"21657"
"belgium"	"1998-01-01"	"Total"	"Non-residents"	""	""	"70597"
"belgium"	"1999-01-01"	"Total"	"Residents"	"Central bank"	""	"2997"
"belgium"	"1999-01-01"	"Total"	"Residents"	"OMFIs"	""	"140213"
"belgium"	"1999-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"30541"
"belgium"	"1999-01-01"	"Total"	"Residents"	"Other residents"	""	"20138"
"belgium"	"1999-01-01"	"Total"	"Non-residents"	""	""	"85642"
"belgium"	"2000-01-01"	"Total"	"Residents"	"Central bank"	""	"3095"
"belgium"	"2000-01-01"	"Total"	"Residents"	"OMFIs"	""	"121906"
"belgium"	"2000-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"28403"
"belgium"	"2000-01-01"	"Total"	"Residents"	"Other residents"	""	"19937"
"belgium"	"2000-01-01"	"Total"	"Non-residents"	""	""	"107618"
"belgium"	"2001-01-01"	"Total"	"Residents"	"Central bank"	""	"3047"
"belgium"	"2001-01-01"	"Total"	"Residents"	"OMFIs"	""	"113210"
"belgium"	"2001-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"27694"
"belgium"	"2001-01-01"	"Total"	"Residents"	"Other residents"	""	"20143"
"belgium"	"2001-01-01"	"Total"	"Non-residents"	""	""	"121962"
"belgium"	"2002-01-01"	"Total"	"Residents"	"Central bank"	""	"2865"
"belgium"	"2002-01-01"	"Total"	"Residents"	"OMFIs"	""	"103693"
"belgium"	"2002-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"26023"
"belgium"	"2002-01-01"	"Total"	"Residents"	"Other residents"	""	"19807"
"belgium"	"2002-01-01"	"Total"	"Non-residents"	""	""	"135722"
"belgium"	"2003-01-01"	"Total"	"Residents"	"Central bank"	""	"2863"
"belgium"	"2003-01-01"	"Total"	"Residents"	"OMFIs"	""	"98627"
"belgium"	"2003-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"24985"
"belgium"	"2003-01-01"	"Total"	"Residents"	"Other residents"	""	"18671"
"belgium"	"2003-01-01"	"Total"	"Non-residents"	""	""	"140721"
"belgium"	"2004-01-01"	"Total"	"Residents"	"Central bank"	""	"2853"
"belgium"	"2004-01-01"	"Total"	"Residents"	"OMFIs"	""	"95650"
"belgium"	"2004-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"26122"
"belgium"	"2004-01-01"	"Total"	"Residents"	"Other residents"	""	"19311"
"belgium"	"2004-01-01"	"Total"	"Non-residents"	""	""	"144482"
"belgium"	"2005-01-01"	"Total"	"Residents"	"Central bank"	""	"3220"
"belgium"	"2005-01-01"	"Total"	"Residents"	"OMFIs"	""	"94113"
"belgium"	"2005-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"27510"
"belgium"	"2005-01-01"	"Total"	"Residents"	"Other residents"	""	"19376"
"belgium"	"2005-01-01"	"Total"	"Non-residents"	""	""	"150757"
"belgium"	"2006-01-01"	"Total"	"Residents"	"Central bank"	""	"3459"
"belgium"	"2006-01-01"	"Total"	"Residents"	"OMFIs"	""	"92208"
"belgium"	"2006-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"28819"
"belgium"	"2006-01-01"	"Total"	"Residents"	"Other residents"	""	"18353"
"belgium"	"2006-01-01"	"Total"	"Non-residents"	""	""	"154655"
"belgium"	"2007-01-01"	"Total"	"Residents"	"Central bank"	""	"4584"
"belgium"	"2007-01-01"	"Total"	"Residents"	"OMFIs"	""	"77186"
"belgium"	"2007-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"28857"
"belgium"	"2007-01-01"	"Total"	"Residents"	"Other residents"	""	"17747"
"belgium"	"2007-01-01"	"Total"	"Non-residents"	""	""	"171689"
"belgium"	"2008-01-01"	"Total"	"Residents"	"Central bank"	""	"4891"
"belgium"	"2008-01-01"	"Total"	"Residents"	"OMFIs"	""	"80039"
"belgium"	"2008-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"32836"
"belgium"	"2008-01-01"	"Total"	"Residents"	"Other residents"	""	"18849"
"belgium"	"2008-01-01"	"Total"	"Non-residents"	""	""	"191069"
"belgium"	"2009-01-01"	"Total"	"Residents"	"Central bank"	""	"5163"
"belgium"	"2009-01-01"	"Total"	"Residents"	"OMFIs"	""	"85293"
"belgium"	"2009-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"43801"
"belgium"	"2009-01-01"	"Total"	"Residents"	"Other residents"	""	"19618"
"belgium"	"2009-01-01"	"Total"	"Non-residents"	""	""	"193349"
"belgium"	"2010-01-01"	"Total"	"Residents"	"Central bank"	""	"6319"
"belgium"	"2010-01-01"	"Total"	"Residents"	"OMFIs"	""	"92237"
"belgium"	"2010-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"49635"
"belgium"	"2010-01-01"	"Total"	"Residents"	"Other residents"	""	"19190"
"belgium"	"2010-01-01"	"Total"	"Non-residents"	""	""	"196752"
"belgium"	"2011-01-01"	"Total"	"Residents"	"Central bank"	""	"7437"
"belgium"	"2011-01-01"	"Total"	"Residents"	"OMFIs"	""	"105518"
"belgium"	"2011-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"70343"
"belgium"	"2011-01-01"	"Total"	"Residents"	"Other residents"	""	"25379"
"belgium"	"2011-01-01"	"Total"	"Non-residents"	""	""	"180429"
"belgium"	"2012-01-01"	"Total"	"Residents"	"Central bank"	""	"8365"
"belgium"	"2012-01-01"	"Total"	"Residents"	"OMFIs"	""	"108511"
"belgium"	"2012-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"77634"
"belgium"	"2012-01-01"	"Total"	"Residents"	"Other residents"	""	"23066"
"belgium"	"2012-01-01"	"Total"	"Non-residents"	""	""	"187177"
"belgium"	"2013-01-01"	"Total"	"Residents"	"Central bank"	""	"8320"
"belgium"	"2013-01-01"	"Total"	"Residents"	"OMFIs"	""	"103447"
"belgium"	"2013-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"76035"
"belgium"	"2013-01-01"	"Total"	"Residents"	"Other residents"	""	"22860"
"belgium"	"2013-01-01"	"Total"	"Non-residents"	""	""	"203771"
"belgium"	"2014-01-01"	"Total"	"Residents"	"Central bank"	""	"7059"
"belgium"	"2014-01-01"	"Total"	"Residents"	"OMFIs"	""	"91137"
"belgium"	"2014-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"77634"
"belgium"	"2014-01-01"	"Total"	"Residents"	"Other residents"	""	"21213"
"belgium"	"2014-01-01"	"Total"	"Non-residents"	""	""	"234116"
"belgium"	"2015-01-01"	"Total"	"Residents"	"Central bank"	""	"19161"
"belgium"	"2015-01-01"	"Total"	"Residents"	"OMFIs"	""	"88138"
"belgium"	"2015-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"75230"
"belgium"	"2015-01-01"	"Total"	"Residents"	"Other residents"	""	"21497"
"belgium"	"2015-01-01"	"Total"	"Non-residents"	""	""	"234207"
"belgium"	"2016-01-01"	"Total"	"Residents"	"Central bank"	""	"37252"
"belgium"	"2016-01-01"	"Total"	"Residents"	"OMFIs"	""	"82127"
"belgium"	"2016-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"70726"
"belgium"	"2016-01-01"	"Total"	"Residents"	"Other residents"	""	"19076"
"belgium"	"2016-01-01"	"Total"	"Non-residents"	""	""	"242147"
"belgium"	"2017-01-01"	"Total"	"Residents"	"Central bank"	""	"55468"
"belgium"	"2017-01-01"	"Total"	"Residents"	"OMFIs"	""	"76121"
"belgium"	"2017-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"69445"
"belgium"	"2017-01-01"	"Total"	"Residents"	"Other residents"	""	"17718"
"belgium"	"2017-01-01"	"Total"	"Non-residents"	""	""	"235076"
"belgium"	"2018-01-01"	"Total"	"Residents"	"Central bank"	""	"59848"
"belgium"	"2018-01-01"	"Total"	"Residents"	"OMFIs"	""	"71650"
"belgium"	"2018-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"66560"
"belgium"	"2018-01-01"	"Total"	"Residents"	"Other residents"	""	"17519"
"belgium"	"2018-01-01"	"Total"	"Non-residents"	""	""	"243484"
"belgium"	"2019-01-01"	"Total"	"Residents"	"Central bank"	""	"59922"
"belgium"	"2019-01-01"	"Total"	"Residents"	"OMFIs"	""	"64496"
"belgium"	"2019-01-01"	"Total"	"Residents"	"Other financial institutions"	""	"65638"
"belgium"	"2019-01-01"	"Total"	"Residents"	"Other residents"	""	"16823"
"belgium"	"2019-01-01"	"Total"	"Non-residents"	""	""	"260280"
